business_id,date,code,description
09FOOD-0208,20150610,(38) LIGHTING: Provided as required; fixtures shielded.,Burnt out lights in the kitchen and at the walk-in cooler room. Replace bulbs 
09FOOD-0208,20150610,(44) OTHER OPERATIONS: Cleaned; soiled linen properly stored.,Soiled/unclean linen stored at the prep sink and on the dish machine. Please provide an area/bin for the storage of soiled linen 
09FOOD-0208,20150622,(2) FOOD: Original Container; properly labeled.,Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Correct as stated in 2nd routine inspection 
09FOOD-0208,20150622,(38) LIGHTING: Provided as required; fixtures shielded.,Correct as stated in 2nd routine inspection 
09FOOD-0212,20141029,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the shelving in aisle 2a is soiled. Routinely clean under the shelving. 
09FOOD-0215,20140603,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The hand sink towards the back of the kitchen is detaching from the wall. Reattach or caulk with a clear and easily cleanable material 
09FOOD-0213,20150424,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.","Children's toilet seat has areas in which the coating has worn away, replace to make a cleanable surface"
09FOOD-0214,20140319,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed grapes in stand up cooler out of bag on rack/shelf. Please take care to not let grapes or food fall onto non-food contact surfaces. 
09FOOD-0214,20140319,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Observed single service article/cup being used to dispense corn/bean salad in reach in prep cooler. Please use food grade reusable dispenser with handle. 
09FOOD-0214,20140319,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Please utilize sanitizer buckets for wiping cloths and do not leave wiping cloths out for bacteria to grow. 
09FOOD-0214,20140319,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Observed cutting boards throughout kitchen with deep grooves and cuts. Please replace or resurface.
09FOOD-0214,20140319,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed tile behind dish machine drain boards in disrepair. Please repair broken tile. 
09FOOD-0214,20140319,(39) VENTILATION: Rooms and equipment; vented as required.,Observed cooling fan guards in walk in soiled. Please clean fan guards. 
09FOOD-0214,20140827,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed ice scoops at soda dispenser in hall stored on wall. Please store scoops in ice with handle out or in clean container. 
09FOOD-0214,20140827,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed wall tile at dishwasher broken. Please repair holes in wall and maintain smooth and easily cleanable surface. 
09FOOD-0215,20140225,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Broken gasket at the reach-in cold unit nearest the 3compartment sink. Reattach/replace. 
09FOOD-0215,20140225,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors behind the dish machine and behind the oven in the bakery are unclean. Please sweep and clean. 
09FOOD-0215,20140225,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dusty ceiling in the walk-in cooler. Please clean 
09FOOD-0215,20141015,(5) FOOD PROTECTION: Thermometers provided and conspicuous,No thermometer found in the walk-in cooler. Provide at the warmest section of the unit and ensure its conspicuous 
09FOOD-0215,20141015,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.","Reddish substance in the ice machine. Dump ice, clean and sanitize "
09FOOD-0215,20141015,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.","Some water found on the floors of the reach-in, prep unit by the triple sink. Please contact Technician to find and seal the leak. "
09FOOD-0215,20141015,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors behind the wine storage cooler are unclean. Please sweep and clean floors 
09FOOD-0215,20141015,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dusty ceilings in the walk-in cooler. Please clean. 2. The caulk at the prep sink in the basement is detaching from the wall. Re-caulk with a light colored and easily cleanable material. 
09FOOD-0215,20150211,(5) FOOD PROTECTION: Thermometers provided and conspicuous,No thermometer in the walk-in cooler. Provide at the warmest section of the unit. 
09FOOD-0215,20150211,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Dust in the fan shield in the prep vegetable 3door cold unit. Clean and sanitize. 
09FOOD-0215,20150211,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dust on the ceiling of the walk-in cooler.2. Dust in the vents on the wall of the employee toilet room. Please clean 
09FOOD-0215,20150611,(2) FOOD: Original Container; properly labeled.,Unlabeled bulk items such as bread crumbs and items in the bakery such as flour. Please label containers with the contents. 
09FOOD-0215,20150611,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.","Reddish slime in the interior of the ice machine. Please dump ice, clean and sanitize the interior of the ice machine "
09FOOD-0215,20150611,"(16) FOOD EQUIPMENT AND UTENSILS: Dishwashing facilities: designed, constructed, maintained, installed, located.",The interior of the dish machine has build up especially at the sprat nozzles. Clean thoroughly and sanitize.  2. The water pressure of the dish machine is at 30psi. Adjust to the required pressure of 15-25psi. 
09FOOD-0215,20150611,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Chlorine@0ppm. No sanitizer is being dispensed in the dish machine. Please contact serviceman and ensure that 50ppm of chlorine(sanitizer) dispenses and sanitizes the utensils 
09FOOD-0215,20150611,"(29) PLUMBING: Installed, maintained",The condensate from the walk-in cooler does not drain properly to an open site connection. Work on this to ensure it is properly plumbed 
09FOOD-0215,20150611,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,Over flowing waste basket in the toilet room downstairs. Please dispose
09FOOD-0215,20150611,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Dead insects in the basement. Please contact the pest control company for imapections/treatment and make sure he gives you a report during each visit detailing how the control these pests
09FOOD-0223,20140721,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed soiled microwave. Please clean inside of microwave daily
09FOOD-0223,20140721,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Observed front and rear doors open. Please close doors immediately to prevent pest intrusion. 
09FOOD-0223,20140721,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Observed peeling paint on upper wall opposite 3 comp sink. Please repair wall. Scrape and paint. 
09FOOD-0223,20140721,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Obtain food service manager certification. 
09FOOD-0223,20150422,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Please do not store containers on food items
09FOOD-0223,20150422,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Please maintain clean prep spaces. Clean and sanitize surfaces. 
09FOOD-0224,20140421,(2) FOOD: Original Container; properly labeled.,Large containers of flour and buld ingredients must be labeled. Label flour container.
09FOOD-0224,20140421,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Food stored in prep cooler is temp. at 45-51F. Remove products from cooler and have coolers repaired. (Pizza cooler and cooler closest to front order window.)
09FOOD-0224,20140421,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food items must be stored at least 6 inches above floor. Lift food off floor of walk-in freezer.
09FOOD-0224,20140421,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Dish machine sanitizer is 0ppm. Discontinue use until repaired. Sanitizer must be 50-100ppm. Use 3 comp. sink until dish machine is repaired.
09FOOD-0224,20140421,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Ants observed on floor in front of prep cooler and stove. Clean floor and only hvae a certified pest control operator treat.
09FOOD-0224,20140421,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors contain a lot of food debris. Clean.
09FOOD-0224,20140421,(38) LIGHTING: Provided as required; fixtures shielded.,Lighting in walk-in cooler is very dim. Provide more lighting in order to better view corners of cooler and to properly clean.
09FOOD-0224,20140421,(44) OTHER OPERATIONS: Cleaned; soiled linen properly stored.,Soiled cloth was found sitting on clean dishes. Store seperately.
09FOOD-0224,20141020,(2) FOOD: Original Container; properly labeled.,Various food containers throughout the establishment are not labeled. Any food not in the original container must be labeled to avoid potential misuse. 
09FOOD-0224,20141020,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The thermometer in the cooler at the bar is for measuring hot temperatures. Provide the appropriate thermometer to accurately display the temperature. 
09FOOD-0224,20141020,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw eggs and yolk are being stored above cooked pasta and sauce in the cooler along the cook line. Raw eggs are being stored next to ready to eat foods in the walk in cooler. All raw eggs must be stored below ready to eat foods to avoid potential contamination. 
09FOOD-0224,20141020,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There are no paper towels to the hand sink ear the 3-compartment sink. Provide paper towels to encourage proper and frequent hand washing. 
09FOOD-0224,20141020,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Cleaning spray bottle is being stored hung above containers of pasta. Store all chemicals away from food and utensils to avoid potential contamination. 
09FOOD-0224,20150331,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation","Invert the takeout containers to ensure to debris falls in them. 
Raw shell eggs are stored above containers of soup and produce in the walk in cooler. Store the eggs below ready to eat foods. "
09FOOD-0224,20150609,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",There is no sanitizer in any wipe bucket. Discussed with staff what sanitizer and the proper concentrations. 
09FOOD-0227,20140424,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,"The interior of the microwave is unclean. Please clean and sanitize. 2. The pan under the dish tray is unclean. Please wash, rinse and sanitize. "
09FOOD-0227,20140424,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dusty vents in the women's toilet room. Please clean. 
09FOOD-0227,20141022,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The floors of the upright cold unit are unclean. Please clean and sanitize.
09FOOD-0227,20141022,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dusty vents in the women's toilet room. Please clean 
09FOOD-0227,20141022,(38) LIGHTING: Provided as required; fixtures shielded.,Burnt out lights in the men's toilet room. Replace bulbs. 
09FOOD-0227,20150403,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",The soap dispenser at the hand sink is in disrepair. Repair or replace 
09FOOD-0227,20150403,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,Overflowing garbage at the toilet rooms. Dispose 
09FOOD-0227,20150403,(38) LIGHTING: Provided as required; fixtures shielded.,Burnt out lights in the toilet room. Replace bulbs 
09FOOD-0227,20150403,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. No Certified Food Manager at this location. Please provide a Certified Manager within 90days 
09FOOD-0229,20140430,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Please clean cooling fan guards in basement walk in cooler. 
09FOOD-0229,20140430,"(29) PLUMBING: Installed, maintained",Please repair leaking /broken faucet at three compartment sink. 
09FOOD-0231,20140428,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,"Fish was found sitting in prep sink. Thaw food by using cool, running water or thaw in a cooler."
09FOOD-0231,20140428,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Store all food items at least 6 inches above floor. 2. Do not place raw chicken against soiled wall.
09FOOD-0231,20140428,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.","1. Sweet potato slicer is damaged and held together with dirty plastic wrapping. Replace.

2. Cutting boards are soiled and contain multiple cuts. Replace."
09FOOD-0231,20140428,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soak wiping cloths in a sanitizer in between uses.
09FOOD-0231,20140428,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Can opener is soiled. Clean. Dirty knives are stored next to clean dishes. Clean knives before use.
09FOOD-0231,20140428,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,"1. Shelves are very soiled. Clean and remove food debris. 

2. Food container lids are very soiled. Clean."
09FOOD-0231,20140428,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors are very soiled with dirt and debris. Clean.
09FOOD-0231,20140428,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Walls are very soiled with dirt and food. Clean.
09FOOD-0231,20140428,(39) VENTILATION: Rooms and equipment; vented as required.,Stove hood contains a lot of grease build-up. Clean.
09FOOD-0231,20140428,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.","1. Remove personal items from food prep area (such as cell phones and drinks).

2. Hand mop with mop head in air in order to ensure it properly dries."
09FOOD-0231,20140512,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths are still found throughout facility. Ensure wiping cloths are stored in a sanitizer solution in between uses. 
09FOOD-0231,20141114,(5) FOOD PROTECTION: Thermometers provided and conspicuous,There is no thermometer in the front sushi coolers. Provide a thermometer to ensure the coolers are working properly. 
09FOOD-0231,20141114,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Fish and shrimp are thawing improperly at room temperature. Food should be thawed either in a cooler or under running water.
09FOOD-0231,20141114,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken is being stored above produce in the cooler along the cook line. Raw food must be stored below ready to eat food to prevent possible cross contamination. 
09FOOD-0231,20141114,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The sides of the cooking equipment and the stand for the stove top is soiled. Routinely clean all surfaces.
09FOOD-0231,20141114,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Single service utensils by the pass thru window are being stored improperly. Invert the utensils so the handles are pointed up to avoid potential contamination for soiled hands. 
09FOOD-0231,20141114,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.","The floor under the cooking equipment is soiled. Routinely clean all surfaces, including floors and walls. "
09FOOD-0231,20150319,(2) FOOD: Original Container; properly labeled.,Various containers throughout the establishment are not labeled. Label all containers. Any item out of the original container must be labeled. 
09FOOD-0231,20150319,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The left sushi cooler and a cooler on the cook line do not have a thermometer. Put a thermometer in every cooler to monitor the temperature. 
09FOOD-0231,20150319,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken is being stored above produce in the cooler near the ice machine. All raw potentially hazardous food must be stored below ready to eat foods. 
09FOOD-0232,20150317,(38) LIGHTING: Provided as required; fixtures shielded.,Lights above the 3-compartment sink are on not shielded. Provide a shield to prevent possible contamination if the bulbs break. 
09FOOD-0231,20150319,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Two food strainers are in disrepair. Remove and replace the strainers. 
09FOOD-0231,20150319,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The soda holster in the bar is soiled. Routinely clean the soda gun and holster.
09FOOD-0231,20150319,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The counter for the stovetop is soiled.  The fume hood is coated with grease. Routinely clean all surface areas. 
09FOOD-0231,20150319,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There is not hand soap to the hand sink on the cook line. Provide a supply of soap and paper towels to all hand sinks. 
09FOOD-0231,20150319,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.","The floor under the front sushi cooler is soiled. The floor under the cook line coolers is soiled. The floor under the dish machine is soiled. The floor behind the two deep freezers is soiled. Routinely clean all floors to prevent attracting and harboring pests. 

Floor tiles throughout the kitchen are in disrepair. Replace the worn and damaged tiles. "
09FOOD-0231,20150319,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. WD-40 is being stored among food on the shelf under the pass thru window. All chemicals must be stored in a designated areas away from food. 
09FOOD-0231,20150319,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Many shelves in the kitchen are cluttered and unorganized. Organize all shelves. 
09FOOD-0231,20150319,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Management is unable to produce a FSSMC. Have an original certificate on site at all times. 
09FOOD-0232,20140324,(26) FOOD EQUIPMENT AND UTENSILS: No re-use of single-service articles.,Discontinue storing food in single-use containers. 
09FOOD-0232,20141117,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw eggs are being stored above cooked pasta in the cooler on the cook line. All raw foods should be stored below ready to eat foods.  The eggs were properly stored.
09FOOD-0232,20141117,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. A spray bottle of oven cleaner was being stored above pasta next to the fryer on the cook line. The oven cleaner was removed.
09FOOD-0232,20150317,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Knives are being stored between the cooler counter tops. This area is not routinely cleaned and can contaminate the knives. Store the knives in another location. 
09FOOD-0232,20150622,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. There is an openings at the bottom of the basement exit to the outside. Install a door sweep to prevent entry of pests. 
09FOOD-0246,20150727,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Broken thermometer at the cold unit by the 3compartment sink. Replace and locate a thermometer at the warmest section of the unit. 
09FOOD-0246,20150727,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Litter at the plant beds and planters located at the sidewalk cafe. Please clean area and make sure to maintain it. Food service establishments and all parts of the property used in connection with their operation shall be kept free of liter 
09FOOD-0233,20140123,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Bag of onions are stored on the floors of the walk-in cooler. Lift items off the floor against contamination. 2. Over -stocking of cooked noodles in the reach-in cold unit. Ensure that foods are stored within the storage limits. 
09FOOD-0233,20140123,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.","CRITICAL VIOLATION. Observed an employee starting the shift by preparing foods without washing her hands. Wash hands prior to the start of the shift and prior to preparing foods, "
09FOOD-0233,20140123,(27) WATER: Source: safe; hot and cold under pressure.,CRITICAL VIOLATION. No hot water at the hand sink used by employees and patrons. Contact Plumber for repairs. 
13FOOD-0026,20150727,(2) FOOD: Original Container; properly labeled.,Container of flour not labeled. Label container with name of item stored in it 
09FOOD-0233,20140123,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. There is a gap between the door at the back and the floor. Replace seal to debar intrusion of insects/rodents into the facility. 
09FOOD-0092,20150804,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The underside of the food prep shelves have food residue. Please clean an so sanitize 2. The spray hose at the dish area is unclean. Clean and sanitize 
09FOOD-0233,20140123,(38) LIGHTING: Provided as required; fixtures shielded.,Burnt out lights in the dry storage area. Provide or replace bulbs. 
09FOOD-0233,20140123,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Keep working on labeling cooked potentially hazardous foods with the time/date prepared/cooked. 
09FOOD-0233,20140123,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Keep working on providing thermometers in the units without any. 
09FOOD-0233,20140123,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Keep working on cleaning the floors under the wok. 
09FOOD-0233,20140123,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Keep working on the handle of the toilet in disrepair. 
09FOOD-0233,20140520,(5) FOOD PROTECTION: Thermometers provided and conspicuous,No thermometer in the sliding door cold unit. Provide at the warmest section of the unit. 
09FOOD-0233,20140520,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation","Over stocking of cooked noddles in the reach-in, prep unit. Please store foods within the storage limits. "
09FOOD-0233,20140520,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.","The floors under the 3compartment sink, the prep sink and under the racks at the dry storage area are unclean. Please sweep and clean. "
09FOOD-0233,20140520,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Dust accumulation in the vents of the toilet room. Please clean. 
09FOOD-0233,20141003,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cooked 
09FOOD-0233,20141003,(5) FOOD PROTECTION: Thermometers provided and conspicuous,No thermometer in the cold unit where the rice cooker sits. Please provide at the warmest section of the unit 
09FOOD-0233,20141003,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.","The interior of the ice machine is unclean. Dump ice, clean and sanitize "
09FOOD-0233,20141003,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Unclean interior of microwave. Please clean and sanitize this unit. 
09FOOD-0233,20141003,"(29) PLUMBING: Installed, maintained",Minor leak at the water heater. Please contact licensed Plumber for repairs 
09FOOD-0233,20141003,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",No paper towels at the hand sinks. Provide 2. The employees toilet room is not self-closing. Please provide a self closing device at the door 
09FOOD-0233,20141003,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.","Dust accumulation in the vents of the patrons toilet room. Clean, please "
09FOOD-0233,20150211,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation","Overstocking of foods e.g sliced tomatoes, noodles in the prep, reach-in cold unit.  Store foods within the storage limits. "
09FOOD-0233,20150211,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.","Unclean knives stored as clean. Ensure that they are washed, rinsed, sanitized and air dried. "
09FOOD-0233,20150211,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The interior of the microwaves are unclean. Clean and sanitize 
09FOOD-0233,20150211,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",No paper towels and soap at both hand stations. Provide immediately 
09FOOD-0233,20150211,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Gap between the base of the exit door and the floor. Please seal the gap to debar intrusion of insects/rodents into the facility. 
09FOOD-0233,20150211,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Peeling paint in the toilet room and the dry storage area. Repaint with an easily cleanable and light colored paint. 2. Dust in the vents of the toilet room. Clean. 
09FOOD-0233,20150211,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Unused refrigerator in the kitchen. Remove from the facility 
09FOOD-0233,20150302,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Do not overstock cooked noodles in the cold unit. Store within the storage limits of the cold unit 
09FOOD-0233,20150302,(9) CROSS CONTAMINATION: Handling of food (ice) minimized; methods.,Store scoops for cooked rice in the food. 
09FOOD-0233,20150302,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Store clean knives on the knife rack. 
